"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
"118-13.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-13.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-13.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-13.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-13.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-13.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-13.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-13.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-13.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-13.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-13.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-13.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-13.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-13.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-13.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-13.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-13.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-13.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-14.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-14.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-14.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-14.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-14.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-14.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-14.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-14.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-14.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-14.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-14.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-14.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-14.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-14.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-14.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-14.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-14.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-14.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-14.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-14.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-14.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-14.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-14.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-14.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-14.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-14.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-14.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-14.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-14.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-15.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-15.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-15.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-15.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-15.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-15.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-15.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-15.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-15.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-15.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-15.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-15.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-15.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-15.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-15.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-15.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-15.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-15.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-15.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-15.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-15.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-15.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-15.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-15.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-15.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-15.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-15.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-15.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-15.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-16.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-16.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-16.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-16.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-16.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-16.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-16.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-16.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-16.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-16.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-16.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-16.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-16.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-16.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-16.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-16.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-16.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-16.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-16.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-16.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-16.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-16.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-16.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-16.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-16.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-16.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-16.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-16.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-16.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-17.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-17.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-17.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-17.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-17.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-17.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-17.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-17.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-17.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-17.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-17.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-17.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-17.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-17.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-17.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-17.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-17.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-17.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-17.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-17.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-17.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-17.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-17.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-17.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-17.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-17.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-17.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-17.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-17.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-18.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-18.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-18.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-18.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-18.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-18.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-18.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-18.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-18.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-18.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-18.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-18.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-18.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-18.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-18.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-18.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-18.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-18.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-18.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-18.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-18.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-18.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-18.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-18.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-18.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-18.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-18.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-18.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-18.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-19.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-19.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-19.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-19.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-19.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-19.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-19.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-19.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-19.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-19.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-19.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-19.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-19.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-19.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-19.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-19.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-19.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-19.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-19.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-19.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-19.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-19.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-19.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-19.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-19.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-19.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-19.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-19.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-19.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-20.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-20.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-20.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-20.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-20.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-20.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-20.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-20.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-20.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-20.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-20.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-20.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-20.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-20.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-20.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-20.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-20.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-20.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-20.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-20.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-20.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-20.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-20.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-20.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-20.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-20.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-20.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-20.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-20.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-21.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-21.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-21.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-21.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-21.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-21.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-21.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-21.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-21.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-21.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-21.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-21.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-21.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-21.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-21.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-21.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-21.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-21.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-21.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-21.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-21.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-21.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-21.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-21.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-21.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-21.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-21.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-21.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-21.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-22.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-22.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-22.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-22.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-22.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-22.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-22.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-22.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-22.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-22.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-22.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-22.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-22.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-22.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-22.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-22.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-22.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-22.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-22.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-22.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-22.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-22.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-22.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-22.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-22.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-22.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-22.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-22.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-22.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-23.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-23.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-23.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-23.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-23.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-23.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-23.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-23.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-23.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-23.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-23.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-23.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-23.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-23.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-23.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-23.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-23.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-23.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-23.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-23.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-23.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-23.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-23.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-23.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-23.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-23.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-23.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-23.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-23.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-24.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-24.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-24.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-24.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-24.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-24.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-24.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-24.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-24.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-24.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-24.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-24.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-24.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-24.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-24.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-24.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-24.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-24.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-24.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-24.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-24.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-24.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-24.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-24.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-24.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-24.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-24.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-24.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-24.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-25.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"118-25.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-25.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"118-25.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-25.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"118-25.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-25.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"118-25.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"118-25.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"118-25.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"118-25.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"118-25.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"118-25.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"118-25.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"118-25.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"118-25.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"118-25.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"118-25.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"118-25.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"118-25.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"118-25.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"118-25.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"118-25.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"118-25.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"118-25.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"118-25.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"118-25.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"118-25.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"118-25.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"118-26.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"118-26.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"118-26.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"118-26.180322.16","0","0","0","0","1","0","0","20220318","20220527"
"118-27.260222.32","0","0","0","0","1","0","0","20220225","20220225"
"118-27.050322.32","0","0","0","0","1","0","0","20220304","20220304"
"118-27.120322.32","0","0","0","0","1","0","0","20220311","20220311"
"118-27.190322.32","0","0","0","0","1","0","0","20220318","20220527"
"118-28.260222.32","0","0","0","0","1","0","0","20220225","20220225"
"118-28.050322.32","0","0","0","0","1","0","0","20220304","20220304"
"118-28.120322.32","0","0","0","0","1","0","0","20220311","20220311"
"118-28.190322.32","0","0","0","0","1","0","0","20220318","20220527"
"118-29.260222.32","0","0","0","0","1","0","0","20220225","20220225"
"118-29.050322.32","0","0","0","0","1","0","0","20220304","20220304"
"118-29.120322.32","0","0","0","0","1","0","0","20220311","20220311"
"118-29.190322.32","0","0","0","0","1","0","0","20220318","20220527"
"119-02.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"119-02.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"119-02.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"119-02.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"119-02.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"119-02.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"119-02.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"119-02.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"119-02.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"119-02.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"119-02.280322.15","1","1","1","1","0","0","0","20220328","20220331"
"119-02.010422.16","0","0","0","0","1","0","0","20220401","20220401"
"119-02.040422.15","1","1","1","1","0","0","0","20220404","20220407"
"119-02.080422.16","0","0","0","0","1","0","0","20220408","20220408"
"119-02.110422.15","1","1","1","1","0","0","0","20220411","20220414"
"119-02.150422.16","0","0","0","0","1","0","0","20220415","20220415"
"119-02.180422.15","1","1","1","1","0","0","0","20220418","20220421"
"119-02.220422.16","0","0","0","0","1","0","0","20220422","20220422"
"119-02.250422.15","1","1","1","1","0","0","0","20220425","20220428"
"119-02.290422.16","0","0","0","0","1","0","0","20220429","20220429"
"119-02.020522.15","1","1","1","1","0","0","0","20220502","20220505"
"119-02.060522.16","0","0","0","0","1","0","0","20220506","20220506"
"119-02.090522.15","1","1","1","1","0","0","0","20220509","20220512"
"119-02.130522.16","0","0","0","0","1","0","0","20220513","20220513"
"119-02.160522.15","1","1","1","1","0","0","0","20220516","20220519"
"119-02.200522.16","0","0","0","0","1","0","0","20220520","20220520"
"119-02.230522.15","1","1","1","1","0","0","0","20220523","20220526"
"119-02.270522.16","0","0","0","0","1","0","0","20220527","20220527"
"119-02.300522.15","1","1","1","1","0","0","0","20220530","20220602"
"119-03.210222.15","1","1","1","1","0","0","0","20220221","20220224"
"119-03.250222.16","0","0","0","0","1","0","0","20220225","20220225"
"119-03.280222.15","1","1","1","1","0","0","0","20220228","20220303"
"119-03.040322.16","0","0","0","0","1","0","0","20220304","20220304"
"119-03.070322.15","1","1","1","1","0","0","0","20220307","20220310"
"119-03.110322.16","0","0","0","0","1","0","0","20220311","20220311"
"119-03.140322.15","1","1","1","1","0","0","0","20220314","20220317"
"119-03.180322.16","0","0","0","0","1","0","0","20220318","20220318"
"119-03.210322.15","1","1","1","1","0","0","0","20220321","20220324"
"119-03.250322.16","0","0","0","0","1","0","0","20220325","20220325"
"119-03.280322.15","1","1","1","1","0","0","0","20220328","20220331"
